Month	Bananas, per lb.	Oranges, Navel, per lb.	Electricity per KWH09/01/01	0.508	0.996	0.916
12/01/16	0.576	1.169	0.133
01/01/17	0.573	1.186	0.134
02/01/17	0.573	1.191	0.135
03/01/17	0.571	1.18	0.134
04/01/17	0.571	1.174	0.135
05/01/17	0.564	1.226	0.137
06/01/17	0.572	1.346	0.142
07/01/17	0.565	1.462	0.143
08/01/17	0.561	1.453	0.142
09/01/17	0.544	1.48	1.48	0.142
10/01/17	0.548	1.59	0.137
11/01/17	0.551	1.486	0.136
12/01/17	0.558	1.315	0.136
01/01/18	0.568	1.326	0.135
02/01/18	0.574	1.339	0.135
03/01/18	0.582	1.305	0.135
04/01/18	0.578	1.291	0.134
05/01/18	0.575	1.348	0.136
06/01/18	0.575	1.409	0.139
07/01/18	0.575	1.538	0.139
08/01/18	0.569	1.559	0.139
09/01/18	0.573	1.511	0.138
10/01/18	0.574	1.502	0.136
11/01/18	0.566	1.437	0.134
12/01/18	0.577	1.389	0.135
01/01/19	0.576	1.344	0.135
02/01/19	0.571	1.298	0.136
03/01/19	0.581	1.346	0.135
04/01/19	0.567	1.28	0.135
05/01/19	0.579	1.331	0.136
06/01/19	0.574	1.296	0.139
07/01/19	0.569	1.411	0.14
08/01/19	0.578	1.442	0.139
09/01/19	0.569	1.426	0.139
10/01/19	0.573	1.47	0.136
11/01/19	0.573	1.429	0.133
12/01/19	0.573	1.327	0.133
01/01/20	0.57	1.244	0.134
02/01/20	0.574	1.218	0.134
03/01/20	0.576	1.174	1.525
04/01/20	0.581	1.406	1.876
05/01/20	0.589	1.209	1.64
06/01/20	0.588	1.296	0.137
07/01/20	0.58	1.485	1.401
08/01/20	0.576	1.495	1.328
09/01/20	0.574	1.492	1.353
10/01/20	0.577	1.503	1.408
11/01/20	0.578	1.515	1.45
12/01/20	0.572	1.329	0.136
01/01/21	0.597	1.303	0.136
02/01/21	0.59	1.321	0.137
03/01/21	0.594	1.266	0.138
04/01/21	0.604	1.32	0.139
05/01/21	0.6	1.317	0.14
06/01/21	0.595	1.354	0.142
07/01/21	0.594	1.491	1.642
08/01/21	0.589	1.467	1.709
09/01/21	0.597	1.58	1.835
