Month	Oranges, Navel, per lb.	Chicken, fresh, whole, per lb.	Electricity per KWH09/01/01	0.996	0.097	0.916
06/01/07	1.321	1.134	0.122
07/01/07	1.209	0.122	1.502
08/01/07	1.5	1.145	0.121
09/01/07	1.503	1.142	0.121
10/01/07	1.542	1.135	0.117
11/01/07	1.079	1.161	0.115
12/01/07	0.905	1.166	0.115
01/01/08	0.905	1.163	0.116
02/01/08	0.887	1.159	0.116
03/01/08	0.898	1.168	0.116
04/01/08	0.931	1.176	0.118
05/01/08	1.008	1.194	0.12
06/01/08	1.136	1.181	0.128
07/01/08	1.291	1.191	0.131
08/01/08	1.452	1.223	0.132
09/01/08	1.471	1.214	0.13
10/01/08	1.428	1.205	0.126
11/01/08	1.055	1.304	0.123
12/01/08	0.934	1.305	0.124
01/01/09	0.896	1.292	0.126
02/01/09	0.912	1.29	0.126
03/01/09	0.889	1.301	0.126
04/01/09	0.91	1.296	0.125
05/01/09	0.963	1.304	0.126
06/01/09	1.06	1.282	0.132	1.06
07/01/09	1.191	1.261	0.131
08/01/09	1.222	1.287	0.13
09/01/09	1.255	1.258	0.13
10/01/09	1.262	1.244	0.126
11/01/09	1.113	1.256	0.124
12/01/09	0.932	1.267	0.124
01/01/10	0.899	1.265	0.124
02/01/10	0.87	1.265	0.123
03/01/10	0.858	1.231	0.125
04/01/10	0.871	1.23	0.126
05/01/10	0.952	1.259	0.127
06/01/10	1.096	1.239	0.132
07/01/10	1.149	1.28	0.133
08/01/10	1.242	1.254	0.133
09/01/10	1.302	1.276	0.132
10/01/10	1.281	1.302	0.127
11/01/10	1.2	1.277	0.125
12/01/10	1.021	1.28	0.125
01/01/11	1.052	1.241	0.125
02/01/11	0.989	1.266	0.125
03/01/11	0.957	1.269	0.127
04/01/11	0.926	1.261	0.127
05/01/11	0.916	1.302	0.129
06/01/11	1.014	1.305	0.134
07/01/11	1.078	1.306	0.135	1.078
08/01/11	1.268	1.296	0.135
09/01/11	1.438	1.294	0.135
10/01/11	1.386	1.312	0.13
11/01/11	1.142	1.304	0.128
12/01/11	0.983	1.34	0.127
01/01/12	0.929	1.334	0.128
02/01/12	0.852	1.356	0.128
03/01/12	0.85	1.372	0.127
04/01/12	0.91	1.401	0.127
05/01/12	0.968	1.347	0.129
06/01/12	1.032	1.39	0.135
07/01/12	1.127	1.454	0.133
08/01/12	1.283	1.433	0.133
09/01/12	1.296	1.455	0.133
10/01/12	1.254	1.53	0.128
11/01/12	1.102	1.512	0.127
12/01/12	1.035	1.482	0.127
01/01/13	0.991	1.497	0.129
02/01/13	0.998	1.456	0.129
03/01/13	0.988	1.471	0.128
04/01/13	0.981	1.473	0.128
05/01/13	1.048	1.466	0.131
06/01/13	1.147	1.509	0.137
07/01/13	1.287	1.484	0.137
08/01/13	1.377	1.489	0.137
09/01/13	1.334	1.528	0.137
10/01/13	1.328	0.132	1.925
11/01/13	1.201	1.518	0.13
12/01/13	1.129	1.52	0.131
01/01/14	1.118	1.529	0.134
02/01/14	1.146	1.504	0.134
03/01/14	1.212	1.544	0.135
04/01/14	1.261	1.53	0.131
05/01/14	1.342	1.556	0.136
06/01/14	1.299	1.503	0.143
07/01/14	1.39	1.495	0.143
08/01/14	1.467	1.572	0.143
09/01/14	1.486	1.543	0.141
10/01/14	1.508	1.549	0.136
11/01/14	1.352	1.533	0.134
12/01/14	1.246	1.541	0.135
01/01/15	1.195	1.546	0.138
02/01/15	1.185	1.55	0.138
03/01/15	1.201	1.545	0.136
04/01/15	1.165	1.539	0.137
05/01/15	1.208	1.483	0.137
06/01/15	1.274	1.515	0.143
07/01/15	1.38	1.487	0.142
08/01/15	1.493	1.428	0.142
09/01/15	1.48	1.415	0.141
10/01/15	1.514	1.43	0.136
11/01/15	1.329	1.484	0.134
12/01/15	1.229	1.437	0.133
01/01/16	1.196	1.429	0.134
02/01/16	1.194	1.478	0.134
03/01/16	1.188	1.463	0.134
04/01/16	1.176	1.496	0.134
05/01/16	1.148	1.489	0.133
06/01/16	1.186	1.408	0.138
07/01/16	1.268	1.445	0.139
08/01/16	1.365	1.426	0.139
09/01/16	1.41	1.487	0.139
10/01/16	1.412	1.502	0.134
11/01/16	1.239	1.478	0.131
12/01/16	1.169	1.463	0.133
01/01/17	1.186	1.418	0.134
02/01/17	1.191	1.473	0.135
03/01/17	1.18	1.462	0.134
04/01/17	1.174	1.444	0.135
05/01/17	1.226	1.499	0.137
06/01/17	1.346	1.497	0.142
07/01/17	1.462	1.496	0.143
08/01/17	1.453	1.489	0.142
09/01/17	1.48	1.48	0.142
10/01/17	1.59	1.484	0.137
11/01/17	1.486	1.451	0.136
12/01/17	1.315	1.47	0.136
01/01/18	1.326	1.509	0.135
02/01/18	1.339	1.478	0.135
03/01/18	1.305	1.502	0.135
04/01/18	1.291	1.511	0.134
05/01/18	1.348	1.523	0.136
06/01/18	1.409	1.514	0.139
07/01/18	1.538	1.519	0.139
08/01/18	1.559	1.511	0.139
09/01/18	1.511	1.487	0.138
10/01/18	1.502	1.444	0.136
11/01/18	1.437	1.501	0.134
12/01/18	1.389	1.466	0.135
01/01/19	1.344	1.473	0.135
02/01/19	1.298	1.486	0.136
03/01/19	1.346	1.468	0.135
04/01/19	1.28	1.463	0.135	1.463
05/01/19	1.331	1.479	0.136
06/01/19	1.296	1.59	0.139
07/01/19	1.411	1.562	0.14
08/01/19	1.442	1.514	0.139
09/01/19	1.426	1.487	0.139
10/01/19	1.47	1.538	0.136
11/01/19	1.429	1.43	0.133
12/01/19	1.327	1.45	0.133
01/01/20	1.244	1.409	0.134
02/01/20	1.218	1.362	0.134
03/01/20	1.174	0.134	1.525
04/01/20	1.406	2.019	1.876
05/01/20	1.209	0.134	1.64
06/01/20	1.296	1.747	0.137
07/01/20	1.485	0.137	1.401
08/01/20	1.495	0.137	1.328
09/01/20	1.492	0.137	1.353
10/01/20	1.503	0.135	1.408
11/01/20	1.515	0.136	1.45
12/01/20	1.329	1.621	0.136
01/01/21	1.303	1.595	0.136
02/01/21	1.321	1.583	0.137
03/01/21	1.266	1.543	0.138
04/01/21	1.32	1.515	0.139
05/01/21	1.317	1.486	0.14
06/01/21	1.354	1.474	0.142
07/01/21	1.491	0.143	1.642
08/01/21	1.467	0.144	1.709
09/01/21	1.58	0.144	1.835
